,Company Name,Address,Phone,votes,ratings,latitude,longitude
24,Skalvi International School,"Kottanuru Dinne Main Road, Shaneshwara Mandir Road, Jp Nagar 8th Phase, Bangalore - 560076",07947479352,62Votes,3.9,12.8780068,77.5863424
25,United International School,"Hennur Bagalur Main Road, Kothanur, Bangalore - 560077, Opposite Farhan School Of Nursing",07947156999,221Votes,3.8,13.083793353374,77.655324701646
26,Sai Global School,"Whitefield, Bangalore - 560067, Near Whitefield",07947169268,2Votes,4.3,13.0061872665,77.697653355
27,NMH Global School,"Sideshwara Layout, Sidedhahalli, Hessargatta Main Road, Bangalore - 560073, Behind NMH CONVENTION HALL",+(91)-9980246158,142Votes,4.7,13.06300493,77.4952501501
28,Hmr International Public Sc..,"HMR Layout 80 Feet Road, Jnanajyothi Nagara, Jnana Jyothi Nagar-Jnana Bharathi, Bangalore - 560056, Near Bangalore University",07947183625,2Votes,3.5,12.945007,77.515335
29,Royale Concorde Internation..,"No 14,, Sharadha Hills, Hesarghatta Main Road, Vidyaranyapura Post,, M S Palya, Bangalore - 560097, Near Sambram College",07947216785,130Votes,4.1,13.0857417,77.5490295
30,Millennium World School,"Survey No 88, Kogilu Main Road, Yelahanka, Bangalore - 560064, Near Indian OIl Petrol Bunk",07947164972,34Votes,4.9,13.104052213021,77.620158679783
31,Narayana E-Techno School,"No.9, Lakshminivas Keshavamurthy, T Dasarahalli, Bangalore - 560057, Opposite Lakeview Defence Colony",07947166280,3Votes,4.3,13.059583333333,77.516888888889
32,Seven Senses School Whitefi..,"No 360 &amp; 361,, Outer Circle, Dodsworth Layout,, Whitefield, Bangalore - 560066, 2 Min From Forum Mall Whitefield",07947160281,21Votes,3.6,12.969752777778,77.748786111111
33,Janani Vidya Mandira,"No 9/119 3rd Block, Ullal Main Road Sir M V Layout, Ullalu, Bangalore - 560110, Near to Chithanya Pu College",07947275696,25Votes,4.3,12.9503104,77.4836966
34,The Louann Play Home And Da..,"No.123, Oil Mill Road,KSFC Layout,9th Cross, Lingarajapuram, Bangalore - 560084, Near Deepa Bakery",07947159254,2Votes,4.2,13.012037,77.630223
35,Royale Concorde Internation..,"No.31, 1st Main Road, Chamarajpet, Bangalore - 560018, Near Prakash Cafe",+(91)-080-9745680,104Votes,3.9,12.960594444444,77.570563888889
36,Floretz Academy (Montessori..,"No.408, 22nd Cross, Hsr Layout Sector 2, Bangalore - 560102, Near Parangipalya Bus Stop",+(91)-7795674829,445Votes,4.7,12.9093147778,77.6505698889
37,Rising Kids Day Care And Pl..,"No.1,Ashirwada Nilaya, Sunkadakatte, Bangalore - 560091, Next Government School",07947159909,2Votes,3.5,12.994,77.478775
38,Swamy Vivekananda Internati..,"No 38, Atturu Main Road, Atturu Layout, Yelahanka New Town, Bangalore - 560064, Near NCC(Urban) &amp; Purva Apartments",07947229772,36Votes,4.0,13.1031201,77.5667348
39,The Millennium School,"Sri Jnanagiri Educational Trust, No.57, Hessarghatta Main Road, Tarabanahalli, Bangalore - 560090",07947161777,41Votes,4.6,13.10202088,77.47439978
40,St Joseph Chaminade Academy,"No. 1, Anekal Taluk, Deepahalli, Anandpura Village, Bommasandra, Bangalore - 560099, Opposite to Concorde Sylvan View Apartments",07947158764,55Votes,4.7,12.8279469,77.705926199722
41,Seed International,"No-652, 4th C Mn,Ombr Lyt, Kasturi Nagar, Bangalore - 560043, Opp Bhuvanagiri Park",07947155332,28Votes,4.2,13.0111108,77.6587355
42,EuroKids,"HIG B 46, Surya City Phase 1 Chandapura, Chandapura, Bangalore - 560081, Near Chadapura  Anekal Road",07947159097,48Votes,4.0,12.792918,77.7035537
43,Mount Litera Zee School,"No 40/123, Kadugodi, Bangalore - 560067, Near Satya Sai Baba Ashram and Skylark Arcade",07947330712,182Votes,4.3,13.002595,77.7429602
44,New Little Wonders Internat..,"Hurulichikkanahalli, Bengaluru, Hesarghatta Main Road, Bangalore - 560090, Near Basavanna Temple",07947183623,6Votes,4.3,13.1157536,77.4853748
45,Kidzee Whitefield,"No.6,Green Park, Whitefield Main Road, Bangalore - 560066, Near Forum Value Mall ,Behind FAB India",+(91)-080-65777790,88Votes,4.2,12.963333,77.747
46,I Play I Learn Preschool An..,"Cherry Street, Green Glen Layout-Bellandur, Bangalore - 560103, Behind Shoba Marvella",07947159205,11Votes,3.9,12.92679,77.673139
47,Gnan Srishti School Of Exce..,"No 85/63/61, 19th Main, 17th Cross, Sector 1, Hsr Layout, Bangalore - 560102, Near Hsr Water Tank",07947155246,157Votes,3.8,12.9123242,77.6455393
48,Little Lillys English Publi..,"No 13, 8th Main,4th Block,Bel Layout, Vidyaranyapura, Bangalore - 560097, Near Post Office",07947154521,95Votes,3.9,13.0762059,77.5570077
49,New Learning Ladders Intern..,"#332/2,2nd A Main Road Channasandra, B Channasandra, Bangalore - 560043, Near Ramamurthy Nagar Signal,Next Ramurthynagar Service Road Bus Stop K R Puram Hobli",+(91)-080-1158622,33Votes,4.5,13.011043527778,77.661346416667
50,Podar Jumbo Kids Plus,"No.214, 100 Feet Ring Road, Banashankari 3rd Stage, Bangalore - 560085, Near Vespa Showroom",07947156252,228Votes,4.4,12.9262316,77.548796
51,Lady Vailankanni Group Of I..,"No 175/2, Lady Vailankanni Road, Varthur, Bangalore - 560087, Behind Varthur Vinayaka Theater,Near Varthur Government Hospital",07947154118,133Votes,4.0,12.935277777778,77.746388888889
52,Planet Bloomingdale Child G..,"No.447, 12th Main,4th Block, Koramangala, Bangalore - 560034, Near Bda Complex And BSNL Telephone Exchange",+(91)-9243101700,71Votes,4.7,12.932101,77.627423
53,Bright Kid,"No.305, 5th Cross,1st Stage,1st Phase, Mathikere, Bangalore - 560054, Near Dhanalakshmi Book Store",07947159482,13Votes,4.5,13.027990694444,77.557539
54,Lawrence High School,"No CA 3, 9th Main, 6th Sector, Hsr Layout, Bangalore - 560102, Near BDA Complex",+(91)-080-5722777,346Votes,4.2,12.9137714,77.6350042
55,The Learning Curve,"764/725/12 7th main, 10th cross,Shubh Enclave, Harlur Road, Ambalipura, Bangalore - 560102, Sarjapur Big Bazaar",07947159310,8Votes,4.8,12.9107289,77.6662481
56,The Summit Gurukulam,"HBR 1st Block, H B R Layout 1st Block, Bangalore - 560084, Near SHELL PETROL BUNK",07947164349,52Votes,4.6,13.018622222222,77.624358333333
57,Kids Klub,"No 11, G 10 Street, Ulsoor, Bangalore - 560008, Near Ulsoor Metro Station",07947158210,10Votes,4.7,12.9756893,77.6278576
58,St Benedicts School,"Asirvanam, Anchepalya, Kengeri, Bangalore - 560060, Near Ancheplaya Circle",07947278497,25Votes,3.8,12.8897694444,77.45865
59,Aditya Institutions,"No.12,, Kogilu Main Road, Yelahanka, Bangalore - 560064, Behind Annapoorneshwari Temple",07947159169,183Votes,3.9,13.103055,77.61242
60,Lets Start Prep School & Da..,"No.400,75/2, Bellandur Main Road, Sunrise Villas, Bellandur, Bangalore - 560103, Near Bangalore Central Mall",07947157083,15Votes,4.8,12.9229532,77.6760487
61,Holy Child Convent,"No 1133/44,, 9th Cross, Banashankari 1st Stage, Bangalore - 560050, Near Shankarnag Circle",08045793376,83Votes,3.7,12.9368498,77.5599428
62,Narayana E-Techno School,"Sapthagiri Layout,, Vidyaranyapura, Bangalore - 560097, Near Thindlu Circle",07947315872,10Votes,3.9,13.098480555556,77.5596
63,EuroKids,"No.400, J P Main Road,1st Phase, Girinagar, Bangalore - 560085, Near Shankar Mutt And Radhakrishna Hospital",07947158979,32Votes,4.2,12.940580793669,77.546591889185
64,Mother Mary English School,"No.795, 3rd Cross,New Thippasandra, Hal 3rd Stage New Thippasandra, Bangalore - 560075",07947156421,71Votes,4.1,12.976089,77.652909
65,Little Genie Montessori & D..,"No 116, 3rd Main, Beml Layout-Kundalhalli-Whitefield, Bangalore - 560066",07947249418,1Votes,3.0,12.9608773,77.7200407
66,New Indus Valley Residentia..,"Garden City College Road,Subhashnagar Post, Virgonagar, Bangalore - 560049, Near Bhattarahalli",07947155068,257Votes,4.0,13.02105372937,77.70565594021
67,Manipal International Schoo..,"Survey No.4,131, Lakshmisagar Road, Chandapura, Bangalore - 560081, Near Biotech Park",07947066774,81Votes,4.6,12.7882053,77.6967381
68,Broadvision World School,"29/3B Hennr Road Cross, Hennur Main Road, Bangalore - 560043, Near D Mart",07947165964,2Votes,4.3,13.036910056944,77.643150329444
69,Touchstone,"No.730, 7th Phase, Rbi Layout, Jp Nagar, Bangalore - 560078, Opposite To Elita Porminate And Near Brigade Millinium",07947155638,26Votes,4.6,12.89162,77.578597
70,Kool Star Play Home,"No 116/5, 11th Cross, Malleswaram, Bangalore - 560003, Opposite Nalli Silks",07947157406,5Votes,4.8,13.002142,77.569367
71,Allamandas School,"No 11, Link Road,4th And 5th Cross, Malleswaram, Bangalore - 560003, Opposite Big Bazaar",07947158293,53Votes,4.5,12.996452,77.573159
72,Planet Bloomingdale Child G..,"No.300, 6th Main, Mahalakshmipuram Layout, Bangalore - 560086",+(91)-9243101700,111Votes,4.5,13.010558,77.546353
73,Lakshmi Jayam English Schoo..,"No.m-53-54, 7th Cross, Lakshminarayan Puram, Srirampuram, Bangalore - 560021, Near Devaiah Park",+(91)-80-23325999,9Votes,4.5,12.994303,77.562073972222
74,Holy Angels Public School,"R R Temple Road,Devasandra.J C Layout, Krishnarajapuram, Bangalore - 560036, Near RR Temple",+(91)-9945610457,32Votes,4.5,13.0048511,77.6972255
75,Srinidhi Public School,"No.20, 21 &amp; 22, 1st Cross, 3rd Main, Srinidhi Layout, New Bank Colony, Kanakapura Road, Bangalore - 560062",+(91)-80-26324343,85Votes,4.1,12.8827874,77.5704082
76,Vivekananda Techno School,"No 24, 2nd Cross, Konanakunte, Bangalore - 560062, Near Honey Foundation",+(91)-080-26322994,59Votes,4.7,12.8873815,77.5673592
77,New Carmel English School,"No.59, Gokul 1st Stage, 2nd Phase, 8th A Cross, 3rd Main Road, Yeshwanthpur, Bangalore - 560022, Near Divanarapalya Bus Stop Near Shanimantam Temple",+(91)-80-23476327,42Votes,3.7,13.0246021,77.5606119
78,St. Josephs Convent School,"No 103, Kadaagrahara Bus Stop,Doddagubbi Post, Doddagubbi, Bangalore - 560077, Near Bus Stop",+(91)-8147753988,9Votes,4.1,13.0649095,77.6726679
79,Zeal Montessori,"No.92, Basava Bhavana, 10th Main, 7th Cross, KK Layout, Dr Vishnuvardhan Road, Uttarahalli, Bangalore - 560061, Opposite to Poornapragna Layout Water Tank",+(91)-80-26731150,13Votes,4.5,12.9082846,77.5340127
80,Little Ikons,"No.127, S.P Nilayam,Kothanur Post, Kothanur, Bangalore - 560077, Near Golden Palm  Apartment",+(91)-9742664133,19Votes,4.7,13.0645015,77.6401678
81,Edify School,"No 388/O, 10th Main, 19th Cross,, Surya Nagar Phase -2 Chandapura, Anekal, Bangalore - 562106",+(91)-9900077180,124Votes,4.2,12.7721917,77.6934735
82,Om Sri Narayana Vidya Kendr..,"No.852/1, 7th A Main Banaswadi Main Road, Hrbr Layout, Bangalore - 560043, Opp Syndicate Bank",+(91)-80-25790716,16Votes,4.2,13.0172394,77.6433386
83,R V Early Learning Center,"No.12, 5th Cross,Raghuvanahalli, Kanakapura Road, Bangalore - 560062, Opposite Ksit Engineering College",+(91)-080-28435333,33Votes,4.7,12.878235,77.5470642
84,KSVP Karnataka Sanskriti V..,"No.127, Bhagath Sigh Road, Rajarajeshwari Nagar, Bangalore - 560098, Behind Pattanagere Post Office,Near Anjanaya Temple",+(91)-9513512323,9Votes,4.4,12.920544,77.511378
85,MES Public School,"Patel Channappa Layout, 3rd Cross, BH Road, Nelamangala, Bangalore - 562123, Near Colony Bus Stop",+(91)-080-27726600,17Votes,4.3,13.0949253,77.4053593
86,LSV Public School,"Gangondanahalli Main Road, Gangondanahalli, Bangalore - 560073, Near Gangondanahalli Bus Stop",+(91)-8553888273,13Votes,4.8,13.0545986,77.4704398
87,Basava Residential Girls Sc..,"Doddabele, Mysore Road, Kengeri, Bangalore - 560060, Nr ACS  College Of Engineering",+(91)-9513731315,254Votes,4.5,12.8909259,77.4696609
88,Global High School,"No 9/1,, 4th Main, 7th Cross, Benson Town, Bangalore - 560046",+(91)-80-23544044,9Votes,3.5,13.02498852,77.59178453
89,Sri Bhavani Vidya Mandira,"No. B-153, 2nd Main, 7th Cross,, Bahubali Nagar, Jalahalli, Bangalore - 560013, Bhd Jalahalli Govt High School,",+(91)-80-23452121,7Votes,4.8,13.045407,77.550104
90,Kuddle Kidz,"No 939, 1st Main,2nd Cross,Geetanjali Layout, HAL 3rd Stage New Thippasandra, Bangalore - 560075, Opposite Beml 2nd Gate",+(91)-9845366451,26Votes,4.1,12.975719444444,77.65455
91,White Petals School,"No 5, 7th Cross, Santhosh Nagar, Attur Layout, Yelahanka New Town, Bangalore - 560064",+(91)-9148360111,56Votes,4.5,13.1061989,77.5679013
92,Josco Institutions,"Infant Jesus Campus, Mylanahalli Post Nelamangala to Doddaballapur Road, Nelamangala, Bangalore - 562123, JOSCO INSTITUTIONS",+(91)-080-27725950,117Votes,4.5,13.097356777778,77.384300222222
93,Stalwart School - Kidz Zone,"No 9, 6th Cross, Muni Nagappa Layout,Kavalbyrasandra, Rt Nagar, Bangalore - 560032, Near Kaval Byrasandra Bus Stop, Karnataka ATM",+(91)-80-23547034,26Votes,4.6,13.0175,77.606111111111
94,Vriddhi Kidz,"No.43, 1st Cross,Hegde Nagar Main Road, Hegde Nagar, Bangalore - 560077",+(91)-9513311495,63Votes,4.7,13.0663985,77.6288002
95,Raos Tutorial Institute,"No 194, 38th Cross,5th Block, Jayanagar, Bangalore - 560041, Near Telephone Exchange",+(91)-80-26631752,129Votes,3.9,12.921553,77.5826412
96,Royale Concorde Internation..,"No.3/2, Ambalipura Village,Sarjarpur Main Road, Bellandur, Bangalore - 560103, Near Big Bazaar",+(91)-80-41476100,130Votes,3.9,12.9206575,77.6678178
97,V Blooms International Scho..,"No.194/4, Balagrahalli,Neraluru Post, Anekal Taluq, Attibele, Bangalore - 562107",+(91)-9986818937,24Votes,4.2,12.7826758,77.7736927
98,Kriyaa Early Learning Monte..,"No-28, Sarjapura Main Road, Doddakannelli, Bangalore - 560035, Opposite Achievers Academy",+(91)-9686270267,15Votes,4.6,12.9071012,77.6959306
99,Little Elly Pre-School,"No.248/17,, 2nd Block, 6th Cross, Jayanagar 9th Block, Bangalore - 560011",+(91)-80-50098722,125Votes,4.4,12.9407892,77.583716
100,Smrti Academy,"No.18, Anekal Taluk, Huskur, Bangalore - 560099, Near Madduramma Temple",07947162179,112Votes,4.8,12.909122222222,77.681122222222
101,NMH Global School,"Sideshwara Layout, Sidedhahalli, Hessargatta Main Road, Bangalore - 560073, Behind NMH CONVENTION HALL",+(91)-9980246158,142Votes,4.7,13.06300493,77.4952501501
102,MS Dhoni Global School,"No 47/1A,1B, Hsr Extension(South), Kudulu Gate, Bangalore - 560068, Opposite to Cadenza Apartments",07947460011,68Votes,4.7,12.8882369,77.644759
103,United International School,"Hennur Bagalur Main Road, Kothanur, Bangalore - 560077, Opposite Farhan School Of Nursing",07947156999,221Votes,3.8,13.083793353374,77.655324701646
104,Lady Vailankanni Group Of I..,"No 175/2, Lady Vailankanni Road, Varthur, Bangalore - 560087, Behind Varthur Vinayaka Theater,Near Varthur Government Hospital",07947154118,133Votes,4.0,12.935277777778,77.746388888889
105,Innovative School Of Excell..,"8/6.BBMP Office Roa, Horamavu Agara Village, Bangalore - 560043",07947188286,6Votes,4.3,13.039196972222,77.658404
106,St Joseph Chaminade Academy,"No. 1, Anekal Taluk, Deepahalli, Anandpura Village, Bommasandra, Bangalore - 560099, Opposite to Concorde Sylvan View Apartments",07947158764,55Votes,4.7,12.8279469,77.705926199722
107,Narayana E Techno & Olympia..,"#105/6,Gurumurthy Swamy Krupa Building, Opp Lake Dew Residency, Haralur-HSR Layout, Bangalore - 560102, Opposite TVS Showroom",07947292139,87Votes,3.7,12.897777123731,77.65745925716
108,Global Residential School,"Pillagumpe Chinthamane Road, Whitefield, Bangalore - 560067, Near Industrial Area",07947313589,139Votes,4.1,13.012370076043,77.66629284255
109,Poorna Smrithi Public Schoo..,"No 44, Shampur Main Road, LR Bande Road, Rt Nagar, Bangalore - 560032, Behind KHB Quarters, Opposite Raghavendra Temple",+(91)-7348922733,125Votes,4.0,13.028227777778,77.610175
110,Janani Vidya Mandira,"No 9/119 3rd Block, Ullal Main Road Sir M V Layout, Ullalu, Bangalore - 560110, Near to Chithanya Pu College",07947275696,25Votes,4.3,12.9503104,77.4836966
111,Brs Global School,"No 317/2, Bidaraguppe Village, Attibele, Bangalore - 562107, Sarjapura Attibee Road",07947460049,50Votes,4.1,12.807097,77.780883
112,Shri Ram Global School,"Sy No 67/1, Old Madras Road, Bhattarahalli, Bangalore - 560049, Bommenahalli",07947266402,228Votes,4.7,13.073655,77.7543743
113,Holy Child Convent,"No 1133/44,, 9th Cross, Banashankari 1st Stage, Bangalore - 560050, Near Shankarnag Circle",08045793376,83Votes,3.7,12.9368498,77.5599428
114,Bangalore Education Guide L..,"No 68,1st Floor, 4th Main,Postal Colony, Sanjay Nagar, Bangalore - 560094, Near Daffodils School",07947159203,1330Votes,3.9,13.034963,77.577357
115,Flomont World School,"No 51, 1st Cross,4th Main,HAL 3rd Satge, New Thippasandra, Bangalore - 560075, Near 80 Feet Road And Near BSNL Office",07947160020,22Votes,4.3,12.9701617,77.6480058
116,Hill Rock National Public S..,"Survey No.101, Brahmadevara Gutte Kodigehalli,6th Block,Vishweshwaraya Layout Off Magadi Road, Nagarbhavi, Bangalore - 560091",+(91)-9739710666,67Votes,4.2,12.966590006848,77.472426714448
117,Little Genie Montessori & D..,"No 116, 3rd Main, Beml Layout-Kundalhalli-Whitefield, Bangalore - 560066",07947249418,1Votes,3.0,12.9608773,77.7200407
118,PARIPOORNA PRAJNA Internati..,"No.149,, Patel Layout, Cheemasandra, Virgonagar, Bangalore - 560049, Near Avalahalli Bus Stop &amp; Muneshwara Swamy Temple, Behind BREN Apartment",07947160719,38Votes,4.3,13.0428064,77.7358876
119,ANANTHA VIDYANIKETANA,"Sai Gardens, Avathi, Devanahalli, Bangalore - 562110, Next to Shirdi Sai  Baba Temple, NH-7",07947241970,86Votes,4.3,13.280104,77.728258
120,Mount Litera Zee School,"No 40/123, Kadugodi, Bangalore - 560067, Near Satya Sai Baba Ashram and Skylark Arcade",07947330712,182Votes,4.3,13.002595,77.7429602
121,Gnan Srishti School Of Exce..,"No 85/63/61, 19th Main, 17th Cross, Sector 1, Hsr Layout, Bangalore - 560102, Near Hsr Water Tank",07947155246,157Votes,3.8,12.9123242,77.6455393
122,Mother Mary English School,"No.795, 3rd Cross,New Thippasandra, Hal 3rd Stage New Thippasandra, Bangalore - 560075",07947156421,71Votes,4.1,12.976089,77.652909
123,Sai Global School,"Whitefield, Bangalore - 560067, Near Whitefield",07947169268,2Votes,4.3,13.0061872665,77.697653355
124,Skalvi International School,"Kottanuru Dinne Main Road, Shaneshwara Mandir Road, Jp Nagar 8th Phase, Bangalore - 560076",07947479352,62Votes,3.9,12.8780068,77.5863424
125,Hmr International Public Sc..,"HMR Layout 80 Feet Road, Jnanajyothi Nagara, Jnana Jyothi Nagar-Jnana Bharathi, Bangalore - 560056, Near Bangalore University",07947183625,2Votes,3.5,12.945007,77.515335
126,Broadvision World School,"29/3B Hennr Road Cross, Hennur Main Road, Bangalore - 560043, Near D Mart",07947165964,2Votes,4.3,13.036910056944,77.643150329444
127,St Benedicts School,"Asirvanam, Anchepalya, Kengeri, Bangalore - 560060, Near Ancheplaya Circle",07947278497,25Votes,3.8,12.8897694444,77.45865
128,Kidzee Whitefield,"No.6,Green Park, Whitefield Main Road, Bangalore - 560066, Near Forum Value Mall ,Behind FAB India",+(91)-080-65777790,88Votes,4.2,12.963333,77.747
129,Grv Public School,"No 20, Ganga Nagar Extension, Bangalore - 560032, Behind Shell Petrol Bunk",07947257214,46Votes,3.8,13.0212736,77.5843292
130,St Marks Public School,"No.37, 1st Mn Rd,3rd Phs, Jp Nagar 3rd Phase, Bangalore - 560078",07947154874,112Votes,3.9,12.914404,77.5987832
131,Aditya Institutions,"No.12,, Kogilu Main Road, Yelahanka, Bangalore - 560064, Behind Annapoorneshwari Temple",07947159169,183Votes,3.9,13.103055,77.61242
132,Manipal International Schoo..,"Survey No.4,131, Lakshmisagar Road, Chandapura, Bangalore - 560081, Near Biotech Park",07947066774,81Votes,4.6,12.7882053,77.6967381
133,Planet Bloomingdale Child G..,"No.300, 6th Main, Mahalakshmipuram Layout, Bangalore - 560086",+(91)-9243101700,111Votes,4.5,13.010558,77.546353
134,Touchstone,"No.730, 7th Phase, Rbi Layout, Jp Nagar, Bangalore - 560078, Opposite To Elita Porminate And Near Brigade Millinium",07947155638,26Votes,4.6,12.89162,77.578597
135,The Learning Curve,"764/725/12 7th main, 10th cross,Shubh Enclave, Harlur Road, Ambalipura, Bangalore - 560102, Sarjapur Big Bazaar",07947159310,8Votes,4.8,12.9107289,77.6662481
136,Bright Kid,"No.305, 5th Cross,1st Stage,1st Phase, Mathikere, Bangalore - 560054, Near Dhanalakshmi Book Store",07947159482,13Votes,4.5,13.027990694444,77.557539
137,The Summit Gurukulam,"HBR 1st Block, H B R Layout 1st Block, Bangalore - 560084, Near SHELL PETROL BUNK",07947164349,52Votes,4.6,13.018622222222,77.624358333333
138,Royale Concorde Internation..,"No 14,, Sharadha Hills, Hesarghatta Main Road, Vidyaranyapura Post,, M S Palya, Bangalore - 560097, Near Sambram College",07947216785,130Votes,4.1,13.0857417,77.5490295
139,Floretz Academy (Montessori..,"No.408, 22nd Cross, Hsr Layout Sector 2, Bangalore - 560102, Near Parangipalya Bus Stop",+(91)-7795674829,445Votes,4.7,12.9093147778,77.6505698889
140,Allamandas School,"No 11, Link Road,4th And 5th Cross, Malleswaram, Bangalore - 560003, Opposite Big Bazaar",07947158293,53Votes,4.5,12.996452,77.573159
141,The Louann Play Home And Da..,"No.123, Oil Mill Road,KSFC Layout,9th Cross, Lingarajapuram, Bangalore - 560084, Near Deepa Bakery",07947159254,2Votes,4.2,13.012037,77.630223
142,Swamy Vivekananda Internati..,"No 38, Atturu Main Road, Atturu Layout, Yelahanka New Town, Bangalore - 560064, Near NCC(Urban) &amp; Purva Apartments",07947229772,36Votes,4.0,13.1031201,77.5667348
143,Lawrence High School,"No CA 3, 9th Main, 6th Sector, Hsr Layout, Bangalore - 560102, Near BDA Complex",+(91)-080-5722777,346Votes,4.2,12.9137714,77.6350042
144,Royale Concorde Internation..,"No.31, 1st Main Road, Chamarajpet, Bangalore - 560018, Near Prakash Cafe",+(91)-080-9745680,104Votes,3.9,12.960594444444,77.570563888889
145,EuroKids,"HIG B 46, Surya City Phase 1 Chandapura, Chandapura, Bangalore - 560081, Near Chadapura  Anekal Road",07947159097,48Votes,4.0,12.792918,77.7035537
146,Lets Start Prep School & Da..,"No.400,75/2, Bellandur Main Road, Sunrise Villas, Bellandur, Bangalore - 560103, Near Bangalore Central Mall",07947157083,15Votes,4.8,12.9229532,77.6760487
147,Kids Klub,"No 11, G 10 Street, Ulsoor, Bangalore - 560008, Near Ulsoor Metro Station",07947158210,10Votes,4.7,12.9756893,77.6278576
