,Company Name,Address,Phone,votes,ratings,latitude,longitude
20,Chaitanya Hospital,"No.80, 3rd Cross, Rt Nagar, Bangalore - 560032, Near Vivek Showroom",+(91)-080-23333581,554Votes,3.7,13.023776,77.594127
21,Healing Earth Multispeciali..,"No 149, Outer Ring Road, Hsr Layout Sector 5, Bangalore - 560034, Near Devi Eye Hospital",+(91)-080-67475757,553Votes,4.1,12.916487,77.636166
22,ESI Dispensary,"7th Main, Hal 2nd Stage Indiranagar, Bangalore - 560038, Opposite ESIC Nursing College, Appareddipalya",+(91)-080-25266994,551Votes,3.8,12.971159,77.6369026
23,Divakars Speciality Hospita..,"No.220, 9th Cross,2nd Phase, Jp Nagar, Bangalore - 560078, Besides Nilgiris",07947156610,546Votes,4.3,12.90996,77.5924889
24,Dr. Agarwals Eye Hospital,"No.381, C/O Svaspha Hospital, 1st Cross, Narayanappa Garden Main Road, Whitefield, Bangalore - 560066, Next to Food World",+(91)-8884477939,546Votes,4.2,12.9659683,77.7492735
25,Nethra Eye Hospital,"No.8, 80 Feet Road, Sanjay Nagar, Bangalore - 560094, Beside Neel Restaurant",07947155370,545Votes,4.1,13.027282,77.576867
26,Employees State Insurance H..,"No.2366/27, 12th Main, 2nd Stage, A Block, 41st Cross, Rajajinagar 2nd Block, Bangalore - 560010, Near Electric Power House",+(91)-080-23013702,544Votes,3.9,12.9904985,77.5530924
27,Regal Hospital,"No.30, CMR Complex, Chokkanahalli, Hedge Nagar Main Road, Yelahanka, Bangalore - 560064",+(91)-8884048888,541Votes,4.0,13.083334,77.634981
28,Mvj Medical College And Res..,"Kothanur, Hoskote, Bangalore - 562114, Near Dandupalya",+(91)-080-28060200,540Votes,3.9,13.0773196,77.8114538
29,Navachethana Hospital Resea..,"No. 17/A 2, A Sector, Doddaballapura Main Road, Yelahanka New Town, Yelahanka, Bangalore - 560064, Opposite Railwheel Factory",+(91)-80-42480000,536Votes,3.9,13.1037169,77.5837672
30,Chirag Hospital And Institu..,"No.1635, 17th Main, 2nd Phase, Jp Nagar, Bangalore - 560078, Near Bangalore Central",07947155377,531Votes,4.1,12.912683,77.591408
31,Abhayahasta Multi Specialit..,"No.347/247, 2nd Floor, 2nd Cross, Kaggadasapura Road, Bangalore - 560093, Near Hanuman Temple,  C V Raman Nagar",+(91)-080-46565200,530Votes,3.6,12.985441,77.672468
32,Udbhava Hospital,"No.114, 100 Feet Ring Road, Banashankari 3rd Stage, Bangalore - 560085, Near Kathriguppe Signal",+(91)-80-26693033,526Votes,3.8,12.925932957,77.548415456
33,Subbaiah Hospital,"No.31, Ms Ramaiah Road, Mathikere, Bangalore - 560054, Opposite to Agarwal Sweets",+(91)-80-23603760,522Votes,4.0,13.0302189,77.5607239
34,Minto Eye Hospital,"Alur Venkata Rao Road, Chamarajpet, Bangalore - 560018, Opposite Central Police Station",+(91)-80-26702322,515Votes,4.1,12.9609,77.572047
35,Dr. Agarwals Eye Hospital,"No.33, Coles Road, Frazer Town, Bangalore - 560005, Opposite Nandini Hotel &amp; Bata Showroom",+(91)-080-25498855,510Votes,4.1,12.996074,77.612828
36,KLEs Dental College & Hospi..,"No.20, 2nd Stage, Tumkur Main Road, Yeshwanthpur, Bangalore - 560022, Opposite to Cmti",+(91)-80-23474137,510Votes,4.1,13.030794,77.535643
37,P D Hinduja Sindhi Hospital,"No 3, Sindhi Hospital Road,12th A Cross, Sampangiramnagar, Bangalore - 560027, Behind Woodlands Hotel",+(91)-80-49030303,505Votes,4.0,12.964439,77.592701
38,Cadabams Hospitals,"No.280, 15th Cross, , KR Layout, Prasanti Nagar, Jp Nagar 5th Phase, Bangalore - 560078, Near Nandhini Hotel",+(91)-80-26088999,501Votes,4.3,12.9060683,77.5869413
39,Airforce Command Hospital,"Old Airport Road, Bangalore - 560017, Near Airforce Post Office",,497Votes,4.2,12.964472,77.627774
40,Fortis La Femme,"No 62, Richmond Town, Mother Teresa Road, Richmond Road, Bangalore - 560025, Behind Sacred Heart Church",+(91)-080-45623939,495Votes,4.2,12.9657457,77.6097284
41,Hbs Hospital,"No.58, Cockburn Road, Shivaji Nagar, Bangalore - 560001, Near Bamboo Bazaar",,495Votes,4.0,12.9893952,77.6034495
42,Sri Kalabyraveshwara Swamy ..,"No.10, Pipeline Road, 2nd Stage, Vijayanagar, Bangalore - 560040, Near Underpass",+(91)-080-23407806,494Votes,3.9,12.9648319,77.5435893
43,Aayug Multispeciality Hospi..,"No.2371/3, Varthur Road, Marathahalli, Bangalore - 560037, Near Kundalahalli Gate",+(91)-080-67650700,491Votes,2.9,12.9558486,77.7112121
44,Kangaroo Care Maternity And..,"No 89, 17th Cross, Vijayanagar, Bangalore - 560040, Near Balagangadhrnath Swamy Metro Station, MC Layout",+(91)-80-23015678,490Votes,3.9,12.974249,77.54231
45,Sri Chowdeshwari Diabetes C..,"Old Madras Road, Krishnarajapuram, Bangalore - 560036, Opposite to Aroma Restaurant,Deepa Hospital",+(91)-7899414104,489Votes,4.5,13.0124271,77.6996581
46,Dr. Levine Memorial Hospita..,"No.17/1, Sarjapura Main Road, Bellandur Gate, Bangalore - 560034, Opposite Spring Field Apartment, Behind HDFC Bank",+(91)-80-41100972,488Votes,3.7,12.918846,77.670623
47,Kethams Hospital Pvt Ltd,"No.51/2, Nanjappa Main Road, Vidyaranyapura, Bangalore - 560097",+(91)-80-28386118,487Votes,3.7,13.0687219,77.5584434
48,Meridian Medical Centre,"No.14, Mosque Road, Frazer Town, Bangalore - 560005, Opposite Empire Hotel",+(91)-080-40608000,486Votes,3.7,12.9995174,77.6163471
49,Belaku Eye Hospital,"No.769, Ring Road, 1st Cross, Kengeri, Bangalore - 560060, Behind Vijaya Bank",+(91)-080-65707056,485Votes,4.7,12.910972,77.47998
50,Divine Speciality Hospital,"No. 110, 6th Main, ITI Layout, Benson Town, Bangalore - 560046, Near Chinappa Garden",+(91)-080-22924154,472Votes,3.8,13.0038833,77.6039555
51,Lalbagh Nursing Home And Iv..,"No.356/1, 1st Cross, 1st Block, Jayanagar, Bangalore - 560041, Near Ashoka Pillar",+(91)-80-26561724,467Votes,4.1,12.948416,77.572027
52,Gm Hospital,"No. 611/612, Vinayaka Layout, Nagarbhavi 2nd Stage, Bangalore - 560072, Near Nammura Thindi Hotel",+(91)-80-23011600,460Votes,3.7,12.961284,77.511676
53,Garden City Hospital,"No. 132/18, 22nd Cross, Jayanagar 3rd Block East, Bangalore - 560011, Near Nanda Theatre",,457Votes,4.1,12.933207,77.581855
54,Sri Ram Hospital,"No.107/2, Nishvasaha Centre, Old Madras Road, Krishnarajapuram, Bangalore - 560036",+(91)-80-25610988,457Votes,3.9,13.008721,77.6939042
55,Sir C V Raman General Hospi..,"Hoysala Nagar, Indiranagar, Bangalore - 560038, Near Vivekananda Metro Station",+(91)-080-25281245,455Votes,4.0,12.982886,77.644992
56,Comfort Multi Speciality Ho..,"SRR Arcade, 24th Cross, Kaggadasapura Main Road, C V Raman Nagar, Bangalore - 560093, Opposite Subramanian Swamy Temple",+(91)-80-40969292,455Votes,3.2,12.9816461,77.6800613
57,Dr.agarwals Eye Hospital,"No 2 ,1sr Floor, 100 Feet Ring Road, Banashankari 3rd Stage, Bangalore - 560085, Opp Yamaha Showroom.",+(91)-8884477964,453Votes,4.3,12.9277157,77.54635
58,Dr. C Jagadeeshs Dental Cli..,"687, 9th A Main Road,, 1st Stage, Defence Colony, Indiranagar, Bangalore - 560038, Near Chinmaya Mission Hospital",+(91)-80-41153444,451Votes,4.6,12.977564,77.6434502
59,Shushrusha Nursing Home,"No.421/357, B B Road, Yelahanka Old Town, Bangalore - 560064, Near Santhe Circle Stop",+(91)-80-28460057,450Votes,3.9,13.0996133,77.5979339
60,Mr Ambedkar Dental College ..,"No.1/36, Cline Road, Cooke Town, Bangalore - 560005, Near Rinku Nursery School, Frazer Town Police Station",+(91)-80-25476496,449Votes,3.9,13.0004445,77.6219115
61,The Oxford Medical College ..,"Yadavanahalli, Attibele, Bangalore - 562107, Behind La Classic Hotel",,446Votes,3.8,12.7873635,77.7576135
62,Deepa Hospital,"No 27, Old Madras Road, Ayyappa Nagar-krishnarajapura, Bangalore - 560036, Near Police Quarters",+(91)-80-32911166,441Votes,3.8,13.012206,77.699709
63,SDS Tuberculosis & Rajiv Ga..,"1st Main Road, Someshwaranagara Dharmaram College Post, Hosur Main Road, Bangalore - 560029, Near Nimhans Hospital",+(91)-80-26631923,439Votes,4.0,12.938365,77.5907029
64,Chan Re Rheumatology & Immu..,"No.141/65, 20th Main, West Of Chord Road, Rajajinagar 1st Block, Bangalore - 560010, Near Metro Station",+(91)-080-42516699,435Votes,4.1,12.9992028,77.5502472
65,Little Flower Hospital Pvt ..,"No. 2 &amp; 4, Ramamurthy Nagar, Bangalore - 560016, Opposite Ramamurthy Nagar Bus Stop",+(91)-80-25655118,428Votes,3.9,13.0113515,77.6771723
66,Shree Polyclinic & Shree La..,"No 32B, Panduranga Nagara, Bannerghatta Road, Bangalore - 560076, Opposite to Adigas Hotel &amp; HSBC Bank",+(91)-80-26488444,419Votes,4.4,12.8920852,77.598072
67,Shirdi Sai Hospital,"No. 519, 2nd Main, Nethravathi Street, Devasandra, New Bel Road, Bangalore - 560054, Opposite Silk Software",+(91)-080-42719999,419Votes,4.0,13.037278,77.5648923
68,Sri Lakshmi Super Specialit..,"No.567, Kaggadasapura Main Road,Nagappa Reddy Layout, C V Raman Nagar, Bangalore - 560093, Near Railway Gate",+(91)-80-41676336,413Votes,3.8,12.982559,77.68139
69,Vimalalaya Hospital,"Electronic City, Bangalore - 560100, Near Biocon, Huskur Gate",+(91)-80-27832133,404Votes,3.2,12.8347561,77.6803654
70,Columbia Asia Hospital,"Bashettihalli, Doddaballapur, Bangalore - 561203, Opposite Navodaya School",+(91)-080-66606666,403Votes,4.1,13.268653,77.551878
71,The Oxford Dental College &..,"10th Milestone, Hosur Road, Bommanahalli, Bangalore - 560068",+(91)-080-61754603,401Votes,3.9,12.9001393,77.630111
72,Hcg Health Care,"No.8, P Kallinga Rao Road, Sampangiramnagar, Bangalore - 560027, Near Hoyel Gio",+(91)-080-33669999,395Votes,3.8,12.963319,77.589568
73,Sidvin Hospital,"No 1031, 20th Main,5th Block,,West Of Chord Road, Rajajinagar, Bangalore - 560010, Near Giriyas Electronic Showroom",+(91)-80-23506677,393Votes,4.0,12.9824213,77.5493608
74,Athreya Hospital,"No. 6/2 B, 1st Phase, Anekal Main Road, Chandapura, Bangalore - 560081, Opposite to Surya Nagar",+(91)-80-27832783,388Votes,3.8,12.7945268,77.706786
75,St Theresas Hospital,"Dr Rajkumar Road, 80 Feet Road, Rajajinagar 1st Block, Bangalore - 560010, Opposite EZone",+(91)-080-23372412,387Votes,4.1,13.006927,77.553926
76,Rajashri Grandhim Specialit..,"No.349, 5th Main, 11th Cross,Bannerghatta Road,Ayya Temple Road,, Vijaya Bank Layout, Bangalore - 560076, Near Ayyappa Temple, Behind Indian Institutes Of Management",07947155664,385Votes,4.3,12.895397,77.607677
77,Sumathi Nursing & Maternity..,"No.426/12, 2nd Cross, 1st Phase, 1st Stage, Gokula Extension, Mathikere, Bangalore - 560054, Behind Canara Bank",+(91)-080-23377838,385Votes,4.0,13.032652,77.558094
78,Yoganand Multispeciality Ho..,"No 277, M K Puttalingaiah Road, Padmanabhanagar, Bangalore - 560070, Opp to Hdfc Bank",+(91)-080-26799528,377Votes,3.9,12.917979,77.559486
79,Dr. Sunny Medical Centre,"No 203-205, 2nd Floor, Mint Plaza, Sarjapur Outer Ring Road, Bellandur, Bangalore - 560103, Green Glen Layout, Next Andhra Bank, Behind ICICI  Bank",+(91)-80-42800100,373Votes,3.8,12.9267828,77.669839
80,Dr. B R Ambedkar Medical Ho..,"No. 24, Shampur Main Road, Kadugondanahalli, Bangalore - 560045, Near Tannery Road",,367Votes,3.7,13.0217667,77.6130603
81,Divyadrishti Eye Hospital,"No 8,Old No 1108/k, 9th C Main, Vijayanagar, Bangalore - 560040, Near Hampinagara Bus Stop",+(91)-080-23145300,366Votes,4.4,12.9586345,77.5352463
82,Neha Prakash Hospital,"No.8, 6th Main Road, 5th Phase, Yelahanka New Town, Bangalore - 560064, Near Mother Diary",+(91)-80-28565696,366Votes,4.0,13.1076707,77.5717346
83,Sri Sathya General Hospital,"Whitefield, Bangalore - 560066, Near Hope Farm",+(91)-080-28452330,362Votes,4.1,12.980818,77.729928
84,Vasan Eye Care Hospital,"No. 43, Sri Maruthi Complex, Hosur Main Road, Bommanahalli, Bangalore - 560068, Near Brand Factory",+(91)-6361645282,362Votes,4.0,12.8980136,77.6340037
85,Sakaria Hospital,"No.797, 10th Mn,1st STG,2nd Blk, HBR Layout, Bangalore - 560043",+(91)-80-25435050,360Votes,3.8,13.029652,77.627527
86,Primecare Multispeciality H..,"No 158, MM Road, Frazer Town, Bangalore - 560005, Near Bangalore East Railway Station",+(91)-80-47004700,359Votes,3.9,13.0005752,77.618035
87,City Clinic,"No 5, 1st Main, Maruthinagar New Extension, Madiwala, Bangalore - 560068, Near Balaji Medicals",+(91)-80-25530511,357Votes,4.0,12.927328,77.615989
88,Kaade Hospital,"No.320/C &amp; 321/A, 1st Stage, 2nd Phase, West Of Chord Road, Manjunatha Nagar, Bangalore - 560010, Near KFC",+(91)-80-61014444,354Votes,3.9,12.9963032,77.5466243
89,Sun Orthopaedic Hospital,"No 24, 80 Feet Main Road, Brindavan Nagar, Mathikere, Bangalore - 560054, Near JP Park",+(91)-080-42188754,353Votes,4.1,13.0333321,77.5549019
90,Kumar Ambulance Services,"No.171/1, 6th Cross, 8th Main, Malleswaram, Bangalore - 560003",+(91)-80-40659999,350Votes,4.2,12.999009,77.577722
91,Sunetra Hi - Tech Eye Hospi..,"No.519/34, 2nd Cross, 10th Main, 2nd Block, Banashankari 1st Stage, Bangalore - 560050, Opposite To Hanumathnagar Post Offce",+(91)-080-22410500,350Votes,4.1,12.940461,77.557846
92,Chris Super Specialty Hospi..,"No. 1, Hennur Ring Road, Grace Town, Kalyan Nagar, Bangalore - 560043, Near Masjid Fly Over",+(91)-80-45585558,350Votes,3.3,13.02843,77.632514
93,Jayanagar General Hospital,"32nd Cross, Jayanagar 4th T Block, Bangalore - 560041, Next  Rajiv Health Institute",,348Votes,3.9,12.926279,77.592852
94,Bangalore Kidney Stone Hosp..,"No.10 &amp; 11, Vokkaligara Bhavan Complex, Corporation Circle, Sampangiramnagar, Bangalore - 560027, Near City Corporation Head Office",+(91)-80-22242080,345Votes,4.2,12.967203,77.589407
95,Akshara Eye Hospital,"S V Arcade, Devarachikkanahalli Road, Bannerghatta Road, Bangalore - 560076, Near Bannerghatta Road, IIM Post",+(91)-080-42188890,342Votes,4.7,12.8990589,77.6055376
96,Dr. Zamindar Microsurgical ..,"No.1, 1st Floor, Banaswadi Road, JAI Bharat Nagar, 7th B Cross, Banaswadi Main Road, Bangalore - 560033, Opposite Raghavendra Mutt",+(91)-080-25464236,341Votes,4.1,13.0022161,77.6329722
97,Neighbourhood Hospital Pvt ..,"No. 9,Wilson Garden House Building, Kothnur Main Road, 7th Phase, Jp Nagar, Bangalore - 560078, Near Big Bazar And Everfine Super Market",+(91)-080-49603333,340Votes,3.7,12.889468,77.5821215
98,Dr. Agarwals Eye Hospital,"No. 30, Pavanadhama Building, 80 Feet Road, R K Layout, Padmanabhanagar, Bangalore - 560070, Next to Venkateshwara Temple",+(91)-8884477938,339Votes,4.5,12.917014,77.559335
99,Mediscope Hospital,"No.11, Tannery Road, 3rd Stage, 1st Cross Road, Pillana Garden, Bangalore - 560045, Near Ambedkar Statue",+(91)-080-25472757,339Votes,3.6,13.0111753,77.6162312
100,Vijayashree Hospitals,"No.3, Bannerghatta-gottigere, Bangalore - 560083, Near Dr Rammanohar Lohia College Of Law",+(91)-80-49068800,335Votes,3.3,12.857861,77.589285
101,Soukya Hospital,"No.17, NTI Layout, 7th Main, Vidyaranyapura, Bangalore - 560097, Opposite to SBI Bank",+(91)-80-23640228,334Votes,3.7,13.0774625,77.5587761
102,Dr. Rajesh Eye And Dental H..,"No. 1180, 12th B Main Road, Hal 2nd Stage-indiranagar, Bangalore - 560008, Bhind Bhathiya Jalpan",+(91)-080-25272527,333Votes,4.4,12.9688943,77.6421558
103,Rxdx Healthcare Pvt Ltd,"No.34/1 B,  1st Floor, Kadugodi, Bangalore - 560067, Above Dominos Pizza, Opposite  Sai Baba Ashram",+(91)-080-49261111,329Votes,3.6,13.003029,77.7569365
104,Beams Hospital Pvt Ltd,"No.640, 12th Main, 80 Feet Road, Koramangala, Bangalore - 560034",+(91)-080-39417700,328Votes,4.0,12.934231,77.629614
105,Medstar Speciality Hospital,"No. 641/17/1/3, Kodigehalli Main Road, Sahakara Nagar, Bangalore - 560092, Opposite Chairmans Club",+(91)-080-41127524,326Votes,3.8,13.058081,77.586012
106,Aaxis Hospitals,"Whitefield Main Road, Kadugodi, Bangalore - 560067, Near HDFC Bank",+(91)-080-28450404,326Votes,3.4,13.006176,77.756835
107,Government Veterinary Hospi..,"No. 604, 25th Cross Road, Jayanagar, Bangalore - 560011",,322Votes,4.0,13.023776,77.594127
108,Dr. Usha Vikranth Hospital,"No. 49, 4th Stage, Rajarajeshwari Nagar, Bangalore - 560098, Near Shanmuga Temple",+(91)-80-29701799,319Votes,4.4,12.9138455,77.5272614
109,Manasa Neuropsychiatry Hosp..,"No. 125, 10th Main Road, Jayanagar 1st Block, Bangalore - 560011, Near Ashoka Pillar",+(91)-80-26565135,319Votes,4.1,12.9399401,77.5853983
110,Vasan Eye Care Hospital,"Plot No. 2, A/2, Shivam Arcade, 41st Main Road, Kanakapura Main Road, Jp Nagar 1st Phase, Bangalore - 560078, Near Sarakki Gate",+(91)-9360946132,319Votes,4.0,12.9103831,77.5731855
111,Lotus Multispeciality Cente..,"No.2361, 24th Main, Sector 1, Hsr Layout, Bangalore - 560102, Near Bangalore One",+(91)-8050598999,316Votes,3.8,12.9144635,77.6491774
112,North Bangalore Hospital,"No 125/1, 125/2 Survey No 104, Kalyan Nagar, Bangalore - 560043, Next to Kalyananagara Bus Depo",+(91)-080-25446732,315Votes,4.0,13.026913,77.639373
113,Kusuma Hospital,"No. 237/37, 50 Feet Road, 10th Main Road, Nagendra Block, Girinagar Main Road, Srinagar-banashankari 1st Stage, Bangalore - 560050, Near PES College and ICICI Bank",+(91)-80-26421177,315Votes,3.9,12.9419849,77.5508166
114,Essential Hospital,"No. 42, 7th Block, 2nd Stage, Ring Road, Nagarbhavi, Bangalore - 560072, Near Bda Complex",+(91)-080-23210410,313Votes,3.9,12.9748653,77.509609
115,Ovum Woman & Child Speciali..,"No.216/A, Panchajanya, 100 Feet, Outer Ring Road,2nd Block,3rd Phase, Banashankari 3rd Stage, Bangalore - 560085, Near Kathriguppe Signal",+(91)-080-46698555,310Votes,4.8,12.9272059,77.5476503
116,Trustwell Hospital Pvt Ltd,"No.5, Chandrika Tower, New Extension, Jc Road, Bangalore - 560002, Opposite Shivaji Theater",+(91)-80-45666777,305Votes,3.6,12.9605622,77.5839526
117,Maruthi Hospital,"No.2374/26,Platinum Plaza, Vijaynagar Club Road, Vijayanagar, Bangalore - 560040, Near Vijayanagar Club",+(91)-80-23351555,304Votes,3.3,12.967746,77.541284
118,Dr. Agarwal Eye Hospital,"1st Floor, 80 Feet Road, Ideal Homes Layout, Rajarajeshwari Nagar, Bangalore - 560098, Above Reliance Trends",+(91)-8884092445,303Votes,4.8,12.9291844,77.5142706
119,Vasan Eye Care Hospital,"No.40, 1st Floor, DPS Tower, Bannerghatta Road, Bangalore - 560076, Above ICICI Bank",+(91)-080-30404600,302Votes,4.1,12.8822694,77.5958628
120,Esi Dispensary,"2nd Floor, Kiadb Commercial Complex, Bommasandra Industrial Area, Bangalore - 560099",+(91)-80-27831050,302Votes,3.4,12.8157005,77.6910099
121,BMS Hospital,"No.618, Sri Mallikarjuna Swamy Temple Street, Nr Colony, Bangalore - 560019, Near Bull Temple, Opposite  BMS Engineering College",+(91)-080-26613993,297Votes,4.0,12.9413637,77.5675971
122,G G Hospital,"No 369, 6th Main, 100 Feet Road, Hal 2nd Stage, Indiranagar, Bangalore - 560038, Near 6th N Main Bus Stop",+(91)-80-25281824,296Votes,3.9,12.9730438,77.6413926
123,Prakriya Hospitals,"Service Road, 8th Mile, Nagasandra, Bangalore - 560073, Near 8th Mile Signal",+(91)-80-22028600,293Votes,4.3,13.045907,77.506557
124,Prasad Eye Hospital,"No.11, Krishna Nagar,Industrial Layout, Hosur Road, Bangalore - 560029, Between Pvr Forum and Christ College",+(91)-80-41106887,291Votes,4.0,12.935501,77.608156
125,Altius Hospital,"No.915, 1st Floor Danush Plaza, Rajarajeshwari Nagar, Bangalore - 560098, Near Ideal Township",+(91)-9663311128,290Votes,4.8,12.932077,77.51553
126,Blossom Multi Speciality Ho..,"No.1023, Hosa Road,, Naganathapura, Bangalore - 560100, Opposite Old RTO Office",+(91)-80-25744441,290Votes,2.9,12.8704348,77.6594457
127,Manjunatha Nethralaya,"No. 44, Ammaji  Complex, 1st Floor, Bhuvaneshwari Nagar, Hessargatta Main Road, Bangalore - 560073, Near Royal Mart",+(91)-80-28372777,287Votes,4.8,13.04974595,77.50786115
128,NMPC Hospital,"No.66, 9th Main, Jayaram Reddy Layout, Horamavu Main Road, Horamavu, Bangalore - 560043, Near Home Buzz",+(91)-80-25420632,286Votes,3.3,13.022385,77.658058
129,Sri Sri Ayurvedic College &..,"Surve No. 189, O.B. Chordahalli, Udayapura Post, Bangalore South, Bengaluru, Kanakapura Road, Yediyur, Bangalore - 560082",+(91)-8067976701,285Votes,4.3,12.8221752,77.5217049
130,Sj Hospital,"No 2, Rmv 2nd Stage, Sanjay Nagar, Bangalore - 560094, Opposite Vaibhav Theatre, NGEF Layout",+(91)-080-23416836,285Votes,4.0,13.0361106,77.5750474
131,Sri Venkateshwara Hospital,"Hosur Main Road, Madiwala, Bangalore - 560068, Near Ayyappa Temple",+(91)-080-41508702,284Votes,3.1,12.9264713,77.6166307
132,Sri Lakshmi Multi Specialit..,"No.127/1, Sunkadakatte, Bangalore - 560091, Opposite Reliance Petrol Bunk",+(91)-80-23588311,282Votes,4.0,12.9881672,77.5086805
133,P M Santosha Hospital,"Hemmigepura Ward No 198, Kengeri, Bangalore - 560060, Near  Mahaveer Galaxy Apartment",+(91)-7996666888,281Votes,4.7,12.9046305,77.4938683
134,Asian Diagnostic Centre,"No.28, K R Road, Krishna Rajendra Market, Bangalore - 560002, Opposite Vani Vilas Hospital",+(91)-80-26708400,281Votes,4.3,12.960949,77.575095
135,Manipal Hospitals,"No.5/2, 13th Cross Road, 8th Main Road, Malleswaram, Bangalore - 560003, Near Cana Union",18001025555,280Votes,4.3,13.0036028,77.5655589
136,N R R Hospital,"No.3 &amp; 3A, Hesarghatta Main Road, Chikbanavara, Bangalore - 560090, Near Chikkabanavara Railway Station &amp; Next to Janapriya Apartment",+(91)-9886627611,280Votes,3.6,13.072645,77.503661
137,Manjushree Speciality Hospi..,"No.22/70, St Johns Road, Bangalore - 560042, Opposite RBANMS  School Ground",+(91)-80-25365325,279Votes,3.8,12.982602,77.612472
138,Manjunath Hospital,"No.87/2, 8th Cross, Wilson Garden, Bangalore - 560027",+(91)-080-22240305,277Votes,4.1,12.9483056,77.5939853
139,Live 100 Hospital,"No. 104/1, Hosur Main Road, Singasandra, Bangalore - 560068, Opposite Keys Hotel",+(91)-8043100100,274Votes,3.6,12.8791704,77.6455094
140,Prime Care Multispeciality ..,"No 7, Richards Park,Clark Road, Richards Town, Bangalore - 560084, Opposite Holy Ghost Church",+(91)-80-41238401,273Votes,3.8,13.004772,77.617083
141,Asha Nursing Home,"1st Main Road, Banaswadi, Bangalore - 560043, Near Ring Road",+(91)-80-25423334,272Votes,3.9,13.0135775,77.6605521
142,Atreum Speciality Hospital,"No 916D, 80 Feet Road, Rajarajeshwari Nagar, Bangalore - 560098, Opp Total Gas",+(91)-080-28604545,271Votes,4.3,12.9325028,77.5156259
